PERMNO,date,PRC
14702,20070125,17.48000
14702,20070126,17.78000
14702,20070129,17.61000
14702,20070130,17.79000
14702,20070131,17.73000
14702,20070201,17.94000
14702,20070202,18.12000
14702,20070205,18.13000
14702,20070206,18.15000
14702,20070207,18.25000
14702,20070208,18.31000
14702,20070209,17.97000
14702,20070212,17.89000
14702,20070213,18.19000
14702,20070214,18.89000
14702,20070215,19.09000
14702,20070216,19.02000
14702,20070220,18.76000
14702,20070221,18.97000
14702,20070222,19.20000
14702,20070223,19.19000
14702,20070226,19.09000
14702,20070227,18.46000
14702,20070228,18.57000
14702,20070301,18.45000
14702,20070302,17.98000
14702,20070305,17.79000
14702,20070306,18.18000
14702,20070307,18.20000
14702,20070308,18.44000
14702,20070309,18.33000
14702,20070312,18.57000
14702,20070313,18.34000
14702,20070314,18.39000
14702,20070315,18.56000
14702,20070316,18.49000
14702,20070319,18.47000
14702,20070320,18.50000
14702,20070321,18.88000
14702,20070322,18.81000
14702,20070323,18.79000
14702,20070326,18.88000
14702,20070327,18.84000
14702,20070328,18.65000
14702,20070329,18.50000
14702,20070330,18.32000
14702,20070402,18.36000
14702,20070403,18.35000
14702,20070404,18.65000
14702,20070405,18.68000
14702,20070409,18.65000
14702,20070410,19.41000
14702,20070411,19.23000
14702,20070412,19.35000
14702,20070413,19.08000
14702,20070416,19.24000
14702,20070417,19.36000
14702,20070418,19.68000
14702,20070419,19.59000
14702,20070420,19.48000
14702,20070423,19.17000
14702,20070424,19.49000
14702,20070425,19.49200
14702,20070426,19.30000
14702,20070427,19.30000
14702,20070430,19.22000
14702,20070501,19.42000
14702,20070502,19.47000
14702,20070503,19.50000
14702,20070504,19.75000
14702,20070507,19.79000
14702,20070508,19.44000
14702,20070509,19.69000
14702,20070510,19.18000
14702,20070511,19.77000
14702,20070514,20.48000
14702,20070515,19.78000
14702,20070516,19.17000
14702,20070517,18.94000
14702,20070518,18.85000
14702,20070521,18.90000
14702,20070522,19.17000
14702,20070523,19.17000
14702,20070524,19.03000
14702,20070525,19.23000
14702,20070529,19.21000
14702,20070530,18.93000
14702,20070531,19.10000
14702,20070601,19.34000
14702,20070604,19.25000
14702,20070605,19.06000
14702,20070606,19.03000
14702,20070607,18.40000
14702,20070608,18.79000
14702,20070611,18.62000
14702,20070612,18.50000
14702,20070613,19.12000
14702,20070614,19.42000
14702,20070615,19.85000
14702,20070618,19.83000
14702,20070619,19.78000
14702,20070620,19.63000
14702,20070621,20.16000
14702,20070622,20.25000
14702,20070625,19.88000
14702,20070626,19.73000
14702,20070627,20.35000
14702,20070628,19.97000
14702,20070629,19.87000
14702,20070702,20.17000
14702,20070703,20.21000
14702,20070705,20.05000
14702,20070706,19.99010
14702,20070709,20.17000
14702,20070710,19.84000
14702,20070711,20.01000
14702,20070712,20.75000
14702,20070713,20.48000
14702,20070716,20.62000
14702,20070717,21.80010
14702,20070718,21.66000
14702,20070719,21.78000
14702,20070720,21.46000
14702,20070723,21.44000
14702,20070724,21.31000
14702,20070725,21.75000
14702,20070726,21.60000
14702,20070727,21.56000
14702,20070730,22.02000
14702,20070731,22.04000
14702,20070801,22.45000
14702,20070802,22.32000
14702,20070803,22.21000
14702,20070806,22.85000
14702,20070807,22.61000
14702,20070808,22.96000
14702,20070809,22.39000
14702,20070810,21.85010
14702,20070813,21.74000
14702,20070814,21.24000
14702,20070815,20.36000
14702,20070816,20.33000
14702,20070817,20.80000
14702,20070820,20.94000
14702,20070821,20.84000
14702,20070822,20.57000
14702,20070823,20.70000
14702,20070824,20.86000
14702,20070827,20.59000
14702,20070828,20.14000
14702,20070829,20.71000
14702,20070830,20.95000
14702,20070831,21.36000
14702,20070904,21.78000
14702,20070905,21.30000
14702,20070906,21.33000
14702,20070907,20.79000
14702,20070910,20.91000
14702,20070911,21.02000
14702,20070912,20.55000
14702,20070913,20.56000
14702,20070914,20.33000
14702,20070917,20.31000
14702,20070918,21.09000
14702,20070919,21.10000
14702,20070920,21.02000
14702,20070921,21.30000
14702,20070924,21.04000
14702,20070925,21.01010
14702,20070926,20.68000
